id,policy_title,description_short,agency,policy_area,status,status_detail,status_source,p2025_page,last_updated,status_bucket
492,SEC Administration,"Eliminate all administrative proceedings (APs) within the SEC except
for stop orders related to defective registration statements. The SEC
enforcement system does not need to have both district court cases and
APs. Alternatively, respondents should be allowed to elect whether an
adjudication occurs in the SEC’s administrative law court or an ordinary
Article III federal court.",U.S. Financial Regulatory Agencies,SEC Administration,Initiated/Attempted,"E.g., DOJ Withdraws Defense of SEC ALJ's Constitutionality;",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,833,2026-02-11,In progress
493,SEC Administration,"End the practice of delegating the decision to initiate an enforcement case.
The SEC Chairman—and possibly the U.S. Government Accountability
Office (GAO)—should study whether other Commission delegation of
authority to staff should be narrowed and whether sunsetting of such
delegation of authority should be required.",U.S. Financial Regulatory Agencies,SEC Administration,Completed,"Delegation of Authority to Director of the Division of Enforcement, 90 Fed. Reg. 12105 (Mar. 14, 2025)",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,833,2026-02-11,Completed
494,SEC Administration,"Statutorily limit the time for an investigation to two years with no
extensions. Long investigations harm private parties and the quality of
justice. With adequate management processes, the SEC should not need
more than two years even for complicated matters.",U.S. Financial Regulatory Agencies,SEC Administration,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,833,2026-02-11,Not initiated
495,SEC Administration,Dramatically reduce the number of direct reports to the SEC Chairman.,U.S. Financial Regulatory Agencies,SEC Administration,Completed,"E.g., Some Federal Agencies Offer Staff $25,000 or More to Quit; SEC Aims to Fill Roles Vacated During Trump-Era Staff Departures",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,833,2026-02-11,Completed
496,SEC Administration,Merge SEC offices that are performing similar functions.,U.S. Financial Regulatory Agencies,SEC Administration,Completed,"E.g., SEC Restructuring Regional Offices to ‘Improve Efficiency, Management and Oversight’",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,833,2026-02-11,Completed
497,SEC Administration,Reduce the number of managers per employee.,U.S. Financial Regulatory Agencies,SEC Administration,Completed,"E.g., Some Federal Agencies Offer Staff $25,000 or More to Quit; SEC Aims to Fill Roles Vacated During Trump-Era Staff Departures",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,833,2026-02-11,Completed
498,CTFC Administration and Improved Commodities,"Modernize the definition of commodity (which is now largely a laundry list
of agricultural commodities) 25 and clarify the treatment of digital assets.",U.S. Financial Regulatory Agencies,CTFC Administration and Improved Commodities,Proposed,A Closer Look at the Trump Administration’s Comprehensive Report on Digital Assets,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,833,2026-02-11,In progress
499,CTFC Administration and Improved Commodities,"To augment Commissioners’ independence, establish funding amounts for
the Commissioners’ offices by statute with adjustments for inflation, with
no requirement for a Commissioner to obtain budget or expense approvals
from the Chairman or the agency’s administrative staff.",U.S. Financial Regulatory Agencies,CTFC Administration and Improved Commodities,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,834,2026-02-11,Not initiated
500,CTFC Administration and Improved Commodities,"Replace the existing position limits rule, which reduces liquidity and makes
markets more volatile, with further delegation of authority to the exchanges
to set position limits and position accountability levels where appropriate
for the relevant market.",U.S. Financial Regulatory Agencies,CTFC Administration and Improved Commodities,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,834,2026-02-11,Not initiated
501,CTFC Administration and Improved Commodities,"Apply the definitions of “U.S. Person” and “Guarantee” in the CFTC’s 2020
rule on cross-border application of swaps regulations (2020 Cross-Border
Rule) to the regulatory requirements that remain covered by the CFTC’s
2013 guidance on the subject (2013 Guidance). Currently, the definition
of each of these foundational terms differs depending on whether the
requirement in question is covered by the 2020 Cross-Border Rule or the
2013 Guidance.",U.S. Financial Regulatory Agencies,CTFC Administration and Improved Commodities,Initiated/Attempted,CFTC Issues No-Action Relief on Cross-Border Swap Definitions for Investment Managers,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,834,2026-02-11,In progress
502,CTFC Administration and Improved Commodities,"Remove the regulatory categories of “affiliate conduit” and “foreign
consolidated subsidiary” from the 2013 Guidance and the CFTC’s cross-
border rule on margin for uncleared swaps, respectively. These categories
were replaced by the concept of a “Significant Risk Subsidiary” for purposes
of the 2020 Cross-Border Rule because of widespread market confusion and
compliance difficulties arising from their broad and vague scope.",U.S. Financial Regulatory Agencies,CTFC Administration and Improved Commodities,Initiated/Attempted,"U.S. CFTC Staff Issues
No-Action Relief to Simplify
Cross-Border Swaps
Regulation",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,834,2026-02-11,In progress
503,Improved Regulation,Require that FINRA’s Board of Governors meetings be open to the public unless the board votes to meet in executive session.,U.S. Financial Regulatory Agencies,Improved Regulation,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,835,2026-02-11,Not initiated
504,Improved Regulation,"Require that FINRA’s Board of Governors’ agenda be made available to the
public in advance.",U.S. Financial Regulatory Agencies,Improved Regulation,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,836,2026-02-11,Not initiated
505,Improved Regulation,Require that board minutes describing actions taken be published without delay.,U.S. Financial Regulatory Agencies,Improved Regulation,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,836,2026-02-11,Not initiated
506,Improved Regulation,Require that  FINRA make available to the public in advance rulemakings that the FINRA board is expected to consider.,U.S. Financial Regulatory Agencies,Improved Regulation,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,836,2026-02-11,Not initiated
507,Improved Regulation,"FINRA arbitration and disciplinary hearings should be open to the
public and reported.",U.S. Financial Regulatory Agencies,Improved Regulation,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,836,2026-02-11,Not initiated
508,Improved Regulation,"Require FINRA arbitrators to make findings of fact based on the evidentiary
record and demonstrate how those facts led to the award given (except with
respect to very small claims). These written FINRA arbitration decisions
should be subject to SEC review and limited judicial review.",U.S. Financial Regulatory Agencies,Improved Regulation,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,836,2026-02-11,Not initiated
509,Improved Regulation,"Require that all SRO fines, including those imposed by FINRA, should
go either to a newly established investor reimbursement fund or to the
Treasury. SROs should not have a financial interest in imposing fines.",U.S. Financial Regulatory Agencies,Improved Regulation,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,836,2026-02-11,Not initiated
510,Improved Regulation,"Require each SRO to submit an annual report to Congress with detailed,
specified information about its budget and fees; its enforcement activities
(including sanctions and fines imposed by type of violation and type of firm
or individual); its dispute resolution activities; and its rulemaking activities.",U.S. Financial Regulatory Agencies,Improved Regulation,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,836,2026-02-11,Not initiated
511,Improved Regulation,Conduct annual oversight hearings on SROs.,U.S. Financial Regulatory Agencies,Improved Regulation,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,836,2026-02-11,Not initiated
